"Species","SASAP.Region","YEAR","median_wgt","p05_wgt","p95_wgt"
"chum","Kotzebue",2013,8.01048919262057,8.01048919262057,8.01048919262057
"chum","Kotzebue",2014,8.37912224384631,8.37912224384631,8.37912224384631
"chum","Kotzebue",2016,8.40842921254592,8.40842921254592,8.40842921254592
"chum","Kuskokwim",1975,6.76354340758579,6.73400520168573,6.79308161348585
"chum","Kuskokwim",1976,6.79699248120301,6.76405358077368,6.9161244286029
"chum","Kuskokwim",1977,7.37440724251216,7.37161930140292,7.3771951836214
"chum","Kuskokwim",1978,7.41940395447141,7.41940395447141,7.41940395447141
"chum","Kuskokwim",1979,6.93041577294579,6.92951710845847,6.93131443743311
"chum","Kuskokwim",1980,6.52303848470075,6.52303848470075,6.52303848470075
"chum","Kuskokwim",1981,7.54182213930348,7.54182213930348,7.54182213930348
"chum","Kuskokwim",1982,7.28892757184791,7.28892757184791,7.28892757184791
"chum","Kuskokwim",1983,7.42213214760188,7.42213214760188,7.42213214760188
"chum","Kuskokwim",1984,6.73350370748069,6.73350370748069,6.73350370748069
"chum","Kuskokwim",1985,7.06376333130147,7.06376333130147,7.06376333130147
"chum","Kuskokwim",1986,6.77070979643985,6.77070979643985,6.77070979643985
"chum","Kuskokwim",1987,6.80979722799885,6.80979722799885,6.80979722799885
"chum","Kuskokwim",1988,6.88107022874013,6.88107022874013,6.88107022874013
"chum","Kuskokwim",1989,6.80132889698791,6.80132889698791,6.80132889698791
"chum","Kuskokwim",1990,6.89421386591269,6.89421386591269,6.89421386591269
"chum","Kuskokwim",1991,6.24915779867444,6.24915779867444,6.24915779867444
"chum","Kuskokwim",1992,6.81095770155304,6.81095770155304,6.81095770155304
"chum","Kuskokwim",1993,6.55022828642829,6.55022828642829,6.55022828642829
"chum","Kuskokwim",1994,6.54818178031408,6.54818178031408,6.54818178031408
"chum","Kuskokwim",1995,6.89895446093349,6.89895446093349,6.89895446093349
"chum","Kuskokwim",1996,7.23847121392341,7.23847121392341,7.23847121392341
"chum","Kuskokwim",1997,7.24591457062063,7.24591457062063,7.24591457062063
"chum","Kuskokwim",1998,6.86137635085039,6.86137635085039,6.86137635085039
"chum","Kuskokwim",1999,7.2764786037741,7.2764786037741,7.2764786037741
"chum","Kuskokwim",2000,7.64418576500968,7.64418576500968,7.64418576500968
"chum","Kuskokwim",2001,7.45473645747693,7.45473645747693,7.45473645747693
"chum","Kuskokwim",2002,7.86561197098635,7.86561197098635,7.86561197098635
"chum","Kuskokwim",2003,6.88430641821946,6.88430641821946,6.88430641821946
"chum","Kuskokwim",2004,6.90568311084276,6.85070727616016,6.96065894552536
"chum","Kuskokwim",2005,6.74385518614046,6.74385518614046,6.74385518614046
"chum","Kuskokwim",2007,6.8338116456461,6.8338116456461,6.8338116456461
"chum","Kuskokwim",2008,7.11922141119221,7.11922141119221,7.11922141119221
"chum","Kuskokwim",2009,6.89903239605161,6.89903239605161,6.89903239605161
"chum","Kuskokwim",2010,6.87094980204182,6.87094980204182,6.87094980204182
"chum","Kuskokwim",2011,6.41382988630303,6.41382988630303,6.41382988630303
"chum","Norton Sound",1975,6.49638769423785,6.49638769423785,6.49638769423785
"chum","Norton Sound",1976,6.92529808270735,6.92529808270735,6.92529808270735
"chum","Norton Sound",1977,7.10689786394544,7.10689786394544,7.10689786394544
"chum","Norton Sound",1978,7.34698410348074,7.34698410348074,7.34698410348074
"chum","Norton Sound",1979,7.25807152951408,7.25807152951408,7.25807152951408
"chum","Norton Sound",1980,7.16459316700382,7.16459316700382,7.16459316700382
"chum","Norton Sound",1981,7.57448644304186,7.57448644304186,7.57448644304186
"chum","Norton Sound",1982,7.29742092191807,7.29742092191807,7.29742092191807
"chum","Norton Sound",1983,7.36120810165305,7.36120810165305,7.36120810165305
"chum","Norton Sound",1984,6.96955108507122,6.96955108507122,6.96955108507122
"chum","Norton Sound",1985,6.9757200814512,6.9757200814512,6.9757200814512
"chum","Norton Sound",1986,6.89742499477504,6.89742499477504,6.89742499477504
"chum","Norton Sound",1987,7.15097826648082,7.15097826648082,7.15097826648082
"chum","Norton Sound",1988,7.11127724802046,7.11127724802046,7.11127724802046
"chum","Norton Sound",1990,7.40288356491098,7.40288356491098,7.40288356491098
"chum","Norton Sound",1991,6.87536845983788,6.87536845983788,6.87536845983788
"chum","Norton Sound",1992,7.13903544087779,7.13903544087779,7.13903544087779
"chum","Norton Sound",1993,6.49164237482012,6.49164237482012,6.49164237482012
"chum","Norton Sound",1994,6.6929920913884,6.6929920913884,6.6929920913884
"chum","Norton Sound",1995,6.77141387694034,6.77141387694034,6.77141387694034
"chum","Norton Sound",1996,7.93942751615882,7.93942751615882,7.93942751615882
"chum","Norton Sound",1997,7.41887810456558,7.41887810456558,7.41887810456558
"chum","Norton Sound",1998,6.53412590858692,6.53412590858692,6.53412590858692
"chum","Norton Sound",1999,7.31582286511864,7.31582286511864,7.31582286511864
"chum","Norton Sound",2012,6.77503385644866,6.77503385644866,6.77503385644866
"chum","Norton Sound",2014,6.94794934794935,6.94794934794935,6.94794934794935
"chum","Norton Sound",2015,6.93221231112577,6.93221231112577,6.93221231112577
"chum","Prince William Sound",1975,7.36404151015471,7.12553007970169,7.39730856000932
"chum","Prince William Sound",1976,9.13438956001096,8.92447740258066,9.18181353493665
"chum","Prince William Sound",1977,9.04410072293107,8.96035361616254,9.23774687681641
"chum","Prince William Sound",1978,8.39210851898993,8.37030237628574,9.17065745497542
"chum","Prince William Sound",1979,9.04718119045538,8.8336159905486,9.26801407296766
"chum","Prince William Sound",1980,8.69342265772152,8.0334300179284,9.40662342665156
"chum","Prince William Sound",1981,8.66737246588706,8.6235799311889,8.67626378613557
"chum","Prince William Sound",1982,9.23155713368572,8.83070190145254,9.24431702310925
"chum","Prince William Sound",1983,9.06626289184397,7.8354691454068,9.67594260086392
"chum","Prince William Sound",1984,8.64462750474071,8.60808582545014,8.83543000196105
"chum","Prince William Sound",1985,8.1476762199577,7.46331394741347,8.55245175543131
"chum","Prince William Sound",1986,8.33116630804671,7.60669148566028,8.3855144836601
"chum","Prince William Sound",1987,7.82585613781728,7.39857919568051,7.91157371239447
"chum","Prince William Sound",1988,8.6209651060948,8.48833623973078,8.77698510854684
"chum","Prince William Sound",1989,8.81197304449505,8.58664701183851,8.82034375959135
"chum","Prince William Sound",1990,9.34394617385946,9.01868523151916,9.68691777030358
"chum","Prince William Sound",1991,8.83013482100688,8.25888510301572,9.61504916265731
"chum","Prince William Sound",1992,8.07584165282893,7.5145950764111,8.58341535185331
"chum","Prince William Sound",1993,6.72782786088105,6.57902089139578,6.76599796601839
"chum","Prince William Sound",1994,8.44425312900512,8.26065390450539,8.58667418223578
"chum","Prince William Sound",1995,7.98900619229204,7.71371917303624,8.12283118640204
"chum","Prince William Sound",1996,8.45346391143504,7.88487162158649,8.82487227927857
"chum","Prince William Sound",1997,8.45315689950104,8.1592422576821,8.66748633214915
"chum","Prince William Sound",1998,7.72470942103101,7.51615253850437,8.89245741451925
"chum","Prince William Sound",1999,8.22108689769001,8.10478920123693,8.25693430879016
"chum","Prince William Sound",2000,8.08125041587965,7.90549353466032,8.23693897384171
"chum","Prince William Sound",2001,7.70696680133332,7.49480256222573,7.88158036690147
"chum","Prince William Sound",2002,8.12285878824948,8.02131048868687,8.23737995686152
"chum","Prince William Sound",2003,6.38028133683848,6.16968832791297,6.80489944313479
"chum","Prince William Sound",2004,7.5092394369494,7.2400079127931,7.74772983162392
"chum","Prince William Sound",2005,7.73667074399142,7.26038344005506,8.02817072267649
"chum","Prince William Sound",2006,8.23863795847449,8.18479488821206,8.80339048626156
"chum","Prince William Sound",2007,7.08181546624206,6.66614057005391,7.40558699877387
"chum","Prince William Sound",2008,7.80690072372146,7.67703837410011,8.61474904465985
"chum","Prince William Sound",2009,7.65480192237134,7.46717784519348,7.81322631651919
"chum","Prince William Sound",2010,6.96518956755247,6.92004980684449,7.28138466462457
"chum","Prince William Sound",2011,7.39470770329233,7.32920324315891,7.62874283385052
"chum","Prince William Sound",2012,7.12653779700801,7.01844265524571,7.44130859684565
"chum","Prince William Sound",2013,7.49762823178707,7.42651609586315,7.65813424862466
"chum","Prince William Sound",2014,7.61136769325083,7.5574433201687,7.77373489445617
"chum","Prince William Sound",2015,6.33277278255555,6.27873204588576,6.37046048060743
"chum","Prince William Sound",2016,6.96046821567673,6.80723810556609,7.38301548748792
"chum","Southeast",1975,8.61056191645686,6.65496277278562,10.2449402085874
"chum","Southeast",1976,10.1388928515628,7.52965076242007,11.3128701245035
"chum","Southeast",1977,8.68161391386185,7.48516037276844,10.7411584695964
"chum","Southeast",1978,7.99646966424741,6.83918751605279,10.3974399012491
"chum","Southeast",1979,7.96795470839823,6.94211180840708,10.3508161468854
"chum","Southeast",1980,8.69443796752502,7.60066122394158,10.3919381315708
"chum","Southeast",1981,8.80997949419002,7.63350508474576,10.9012777482475
"chum","Southeast",1982,8.94376021329664,7.93091575091575,10.7613790529451
"chum","Southeast",1983,7.91470342522974,6.30395569620253,9.59751690980832
"chum","Southeast",1984,8.30947580645161,7.29284928516212,10.4771709293342
"chum","Southeast",1985,8.07076787596189,6.98886796849177,9.86652170791429
"chum","Southeast",1986,7.81679389312977,7.20786255502003,9.49328742734473
"chum","Southeast",1987,7.45412844036697,6.45261450568955,9.66663433768455
"chum","Southeast",1988,7.39664175274014,6.73923688989077,9.82132846215051
"chum","Southeast",1989,8.77013728587049,6.9298007356148,10.294001940468
"chum","Southeast",1990,8.57929168923587,7.03469791298618,10.2448424128654
"chum","Southeast",1991,7.4452822785431,6.164935516563,8.85930524398978
"chum","Southeast",1992,7.4290812475977,5.69059239665546,9.17264864111927
"chum","Southeast",1993,6.28262643729444,5.5502189139434,8.10495549352663
"chum","Southeast",1994,7.17377697841727,5.92948497731209,8.53259877094901
"chum","Southeast",1995,7.55499700564468,6.93508458086182,9.44075579621988
"chum","Southeast",1996,8.63435618468918,7.17227064049748,10.6760454362728
"chum","Southeast",1997,8.68734656837971,7.04754027988438,9.8287885028363
"chum","Southeast",1998,8.22954596538977,7.39221869751819,9.47688783576723
"chum","Southeast",1999,9.2868317066178,7.77445054945055,11.0078416446835
"chum","Southeast",2000,9.06295540586616,7.13029835051077,9.8953728662093
"chum","Southeast",2001,8.51822113935932,7.3412574515443,10.8024177117374
"chum","Southeast",2002,8.77017586778657,7.84078037904125,10.0505199785933
"chum","Southeast",2003,6.95764498375314,5.89900178924569,8.68354036905538
"chum","Southeast",2004,7.70452038492252,6.94029001727442,9.36605726517963
"chum","Southeast",2005,8.31950052340362,6.99472140762463,9.73932454996107
"chum","Southeast",2006,9.45283191304829,7.8093334717608,11.8209204636541
"chum","Southeast",2007,7.91035766594437,6.95083429228999,9.19614847755873
"chum","Southeast",2008,8.64807150054803,7.03977306928309,9.53655659604504
"chum","Southeast",2009,7.05707434052758,6.10303676135648,9.02133153505944
"chum","Southeast",2010,8.30678391894167,7.07086538461538,9.37683246905374
"chum","Southeast",2011,7.57093173717834,6.24785643070788,8.75244555644585
"chum","Southeast",2012,8.42736842105263,6.8634023668639,10.7360289205925
"chum","Southeast",2013,7.55370594221658,6.89841206974507,9.93005320265609
"chum","Southeast",2014,8.67947795801265,6.55170454545455,9.8507399182256
"chum","Southeast",2015,7.06896551724138,6.19772504400777,10.2010445203587
"chum","Southeast",2016,7.32695494952539,6.23701505529507,9.38133854697426
"chum","Yukon",1975,6.70641304662596,6.40928365555038,6.84332448383597
"chum","Yukon",1976,6.97331532203814,6.84392615295465,7.27549345356736
"chum","Yukon",1977,7.30126141329198,7.20366542484177,7.46265311815566
"chum","Yukon",1978,7.05978878822676,6.90562073053263,7.2139568459209
"chum","Yukon",1979,7.39711532261596,7.363513327884,7.43071731734792
"chum","Yukon",1980,6.93082244445712,6.91605500361518,6.94558988529906
"chum","Yukon",1981,7.64915506074837,7.60992369284117,7.68838642865558
"chum","Yukon",1982,6.96318916273465,6.67773465520031,7.24864367026899
"chum","Yukon",1983,7.39108492284449,7.30747931087368,7.4746905348153
"chum","Yukon",1984,6.75743686235697,6.5625231206597,6.95235060405424
"chum","Yukon",1985,6.94838519661142,6.89392041067874,7.00284998254409
"chum","Yukon",1986,6.87209415814151,6.79490862984965,6.94927968643338
"chum","Yukon",1987,6.70103270923847,6.59623632900774,6.80582908946921
"chum","Yukon",1988,7.20849803873891,7.07946530110458,7.33753077637325
"chum","Yukon",1989,7.20118324269116,7.18987491343048,7.21249157195184
"chum","Yukon",1990,7.25747080508725,7.14180307328385,7.37313853689064
"chum","Yukon",1991,6.818018228569,6.72814264153016,6.90789381560785
"chum","Yukon",1992,6.66225574022752,6.42394345681378,6.90056802364126
"chum","Yukon",1993,6.95993961077556,6.5962432898079,7.32363593174322
"chum","Yukon",1994,6.18952472778037,5.88853488566195,6.49051456989879
"chum","Yukon",1995,6.89551806237994,6.78363419158764,7.00740193317223
"chum","Yukon",1996,6.91650592520158,6.17784696391824,7.65516488648493
"chum","Yukon",1997,6.68313526452612,6.06576964680821,7.30050088224403
"chum","Yukon",1998,6.40183021692239,6.12450074063318,6.67915969321161
"chum","Yukon",1999,6.66690506935559,6.2473691120251,7.08644102668608
"chum","Yukon",2000,7.66565992147387,7.66565992147387,7.66565992147387
"chum","Yukon",2002,7.1581975071908,7.1581975071908,7.1581975071908
"chum","Yukon",2003,7.20965270684372,7.20965270684372,7.20965270684372
"chum","Yukon",2004,4.66188396438677,2.65771128464053,6.66605664413301
"chum","Yukon",2005,7.24301419080422,6.951807687951,7.53422069365744
"chum","Yukon",2006,6.79605305999738,6.53797888218996,7.05412723780479
"chum","Yukon",2007,6.14489430506173,5.65576441273226,6.63402419739121
"chum","Yukon",2008,7.17540042283348,6.89072528859641,7.46007555707054
"chum","Yukon",2009,5.9562722690419,5.45675272936064,6.45579180872316
"chum","Yukon",2011,6.31914005426842,6.31914005426842,6.31914005426842
"chum","Yukon",2012,5.78866538900006,5.04721836667493,6.53011241132519
"chum","Yukon",2013,5.04409988376775,5.04409988376775,5.04409988376775
"chum","Yukon",2014,5.32423167082063,5.32423167082063,5.32423167082063
"chum","Yukon",2015,6.67690085724935,6.67690085724935,6.67690085724935
"chum","Yukon",2016,6.17048363661524,6.17048363661524,6.17048363661524
"coho","Alaska Peninsula and Aleutian Islands",1975,8.3604578377895,6.16404578377895,8.36409553563239
"coho","Alaska Peninsula and Aleutian Islands",1976,7.84133937437538,7.82167524609583,7.86100350265493
"coho","Alaska Peninsula and Aleutian Islands",1977,8.94810556378753,8.82794323155333,9.06826789602173
"coho","Alaska Peninsula and Aleutian Islands",1978,7.73764968399361,6.67615444688172,8.34579352574138
"coho","Alaska Peninsula and Aleutian Islands",1979,8.50447669033652,6.77094777828056,9.52278906041322
"coho","Alaska Peninsula and Aleutian Islands",1980,7.33906780543814,5.69946729310937,8.09915751578893
"coho","Alaska Peninsula and Aleutian Islands",1981,7.17293906810036,6.4670275488139,8.39966761946627
"coho","Alaska Peninsula and Aleutian Islands",1982,8.15298144222949,7.09919510967043,8.61363404212553
"coho","Alaska Peninsula and Aleutian Islands",1983,8.144411424563,7.16954463664125,8.37694751655362
"coho","Alaska Peninsula and Aleutian Islands",1984,8.84331675459376,7.22590040208329,9.60513511685455
"coho","Alaska Peninsula and Aleutian Islands",1985,8.47677309422051,7.19680425260782,8.84985951459974
"coho","Alaska Peninsula and Aleutian Islands",1986,7.58576739250323,6.51961818397038,7.94000183263328
"coho","Alaska Peninsula and Aleutian Islands",1987,7.84549342095744,7.02660010844884,8.37150914661598
"coho","Alaska Peninsula and Aleutian Islands",1988,8.17714814118973,7.20472928360888,8.39636056142704
"coho","Alaska Peninsula and Aleutian Islands",1989,7.70063176282423,6.71944850945911,8.4769486874035
"coho","Alaska Peninsula and Aleutian Islands",1990,8.03010306848888,7.03731077125925,8.54937699785248
"coho","Alaska Peninsula and Aleutian Islands",1991,7.02430805104371,5.92292197724353,8.03226057743338
"coho","Alaska Peninsula and Aleutian Islands",1992,7.20819326717385,6.29456014561503,8.20171993348054
"coho","Alaska Peninsula and Aleutian Islands",1993,6.97755591470726,5.97404175656143,7.73871922105134
"coho","Alaska Peninsula and Aleutian Islands",1994,8.12328141564054,7.17168884860906,8.97334448907549
"coho","Alaska Peninsula and Aleutian Islands",1995,7.02631702838849,6.16880680611617,7.72989214880918
"coho","Alaska Peninsula and Aleutian Islands",1996,7.89677605357631,6.77673160178643,8.20779024864004
"coho","Alaska Peninsula and Aleutian Islands",1997,7.8733950241747,6.27699322953853,7.90805332313504
"coho","Alaska Peninsula and Aleutian Islands",1998,7.68498575182266,6.95487204224158,8.11096915998909
"coho","Alaska Peninsula and Aleutian Islands",1999,6.37168606177268,5.88072918321421,6.4746571783741
"coho","Alaska Peninsula and Aleutian Islands",2000,7.29391220153189,6.30283248346177,7.8006702126086
"coho","Alaska Peninsula and Aleutian Islands",2001,7.86328486125259,6.61679681942794,8.45853165084864
"coho","Alaska Peninsula and Aleutian Islands",2002,8.10688302468456,7.19124321307909,9.02252283629003
"coho","Alaska Peninsula and Aleutian Islands",2003,7.87698563417413,7.01750968814436,8.33838345869983
"coho","Alaska Peninsula and Aleutian Islands",2004,6.60794878353925,6.28718215169402,8.26514092380483
"coho","Alaska Peninsula and Aleutian Islands",2005,6.67969113405898,6.11071502568205,8.21811239112916
"coho","Alaska Peninsula and Aleutian Islands",2006,6.77191735169962,5.92077091894294,7.53375778508245
"coho","Alaska Peninsula and Aleutian Islands",2007,6.80771423916585,5.95307140918253,7.98439789717134
"coho","Alaska Peninsula and Aleutian Islands",2008,6.85618910253033,6.48577776675407,7.29593948248116
"coho","Alaska Peninsula and Aleutian Islands",2009,7.07696697920913,6.3555801229201,7.78702540046515
"coho","Alaska Peninsula and Aleutian Islands",2010,6.82590118302018,6.6425342846478,7.39532574896542
"coho","Alaska Peninsula and Aleutian Islands",2011,6.46148776308274,6.01123224145661,7.71559557435797
"coho","Alaska Peninsula and Aleutian Islands",2012,6.20117409243209,5.89053305716497,6.98852696958549
"coho","Alaska Peninsula and Aleutian Islands",2013,6.84852649541115,6.38668067933123,7.95443145388894
"coho","Alaska Peninsula and Aleutian Islands",2014,6.48559695673014,5.82397020565109,7.65868193928815
"coho","Alaska Peninsula and Aleutian Islands",2015,6.09165201912478,5.83714281578894,7.59297180268056
"coho","Alaska Peninsula and Aleutian Islands",2016,6.67398413667463,6.30592223802125,7.04204603532801
"coho","Bristol Bay",1975,8.16417833441896,7.51782118833719,8.81053548050072
"coho","Bristol Bay",1976,7.29402944545864,6.98463807316323,7.60342081775404
"coho","Bristol Bay",1977,7.84911846182536,7.62986876458091,8.06836815906981
"coho","Bristol Bay",1978,7.53976289560761,7.44337145085108,7.63615434036414
"coho","Bristol Bay",1979,7.02185121405098,6.76817258222014,7.27552984588182
"coho","Bristol Bay",1980,6.83440740327475,6.75150709432036,6.91730771222913
"coho","Bristol Bay",1981,6.33685773260278,6.27438867762205,6.39932678758351
"coho","Bristol Bay",1982,7.4416915354982,7.39829036844384,7.48509270255255
"coho","Bristol Bay",1983,6.46121358939801,6.3475084981977,6.57491868059831
"coho","Bristol Bay",1984,7.61431509909971,7.56139403330463,7.66723616489479
"coho","Bristol Bay",1985,8.12052577167047,8.0631317876259,8.17791975571504
"coho","Bristol Bay",1986,6.6129806589438,6.46574251033882,6.76021880754878
"coho","Bristol Bay",1987,6.96663716819572,6.92050114172501,7.01277319466644
"coho","Bristol Bay",1988,7.4677570888852,7.24051446788133,7.69499970988908
"coho","Bristol Bay",1989,7.51845645133814,7.30621219779764,7.73070070487863
"coho","Bristol Bay",1990,7.48652395660092,7.34837904714073,7.62466886606111
"coho","Bristol Bay",1991,6.91957669359576,6.90001738826084,6.93913599893068
"coho","Bristol Bay",1992,6.99973919154897,6.96728004684727,7.03219833625067
"coho","Bristol Bay",1993,6.90498334749696,6.84139711241208,6.96856958258184
"coho","Bristol Bay",1994,8.19330863550378,8.11263762711854,8.27397964388901
"coho","Bristol Bay",1995,6.67558777941901,6.6582368345356,6.69293872430242
"coho","Bristol Bay",1996,8.58025924284749,8.3764595365219,8.78405894917307
"coho","Bristol Bay",1997,7.25619015074168,7.22484468414449,7.28753561733888
"coho","Bristol Bay",1998,8.28264349551457,8.1518733616187,8.41341362941045
"coho","Bristol Bay",1999,6.89488179998365,6.83445153994587,6.95531206002144
"coho","Bristol Bay",2000,7.30296726404467,6.96283929269377,7.64309523539558
"coho","Bristol Bay",2001,7.13147450870519,7.1061725140141,7.15677650339628
"coho","Bristol Bay",2002,7.00539445011831,6.86174709053746,7.14904180969917
"coho","Bristol Bay",2003,6.69179823717791,6.62936663414909,6.75422984020674
"coho","Bristol Bay",2004,6.99402901079255,6.88034343219416,7.10771458939094
"coho","Bristol Bay",2005,7.08383257293975,6.92014591808897,7.24751922779053
"coho","Bristol Bay",2006,6.43714672556124,6.41460799745902,6.45968545366345
"coho","Bristol Bay",2007,6.47246037142786,6.34407158528387,6.60084915757185
"coho","Bristol Bay",2008,6.45309123351295,6.45043716562557,6.45574530140033
"coho","Bristol Bay",2009,6.51695413189253,6.43120059055387,6.6027076732312
"coho","Bristol Bay",2010,6.72735367763693,6.68313848331243,6.77156887196142
"coho","Bristol Bay",2011,6.20368701600376,5.98149124053661,6.4258827914709
"coho","Bristol Bay",2012,5.48318589016405,5.42238068113943,5.54399109918867
"coho","Bristol Bay",2013,6.07253670883623,5.96255784292741,6.18251557474505
"coho","Bristol Bay",2014,6.48861087325889,6.39643286339441,6.58078888312338
"coho","Bristol Bay",2015,6.86760519547327,6.82917006822319,6.90604032272335
"coho","Bristol Bay",2016,5.98609702182459,5.90242191014805,6.06977213350114
"coho","Chignik",1975,8.78163767055158,8.78163767055158,8.78163767055158
"coho","Chignik",1976,8.38723803565843,8.38723803565843,8.38723803565843
"coho","Chignik",1977,8.9740676993689,8.9740676993689,8.9740676993689
"coho","Chignik",1978,7.81689073081977,7.81689073081977,7.81689073081977
"coho","Chignik",1979,7.28505307006932,7.28505307006932,7.28505307006932
"coho","Chignik",1980,6.45122226589615,6.45122226589615,6.45122226589615
"coho","Chignik",1981,7.64697442929331,7.64697442929331,7.64697442929331
"coho","Chignik",1982,7.90389301693832,7.90389301693832,7.90389301693832
"coho","Chignik",1983,7.88352414940171,7.88352414940171,7.88352414940171
"coho","Chignik",1984,8.62154310193281,8.62154310193281,8.62154310193281
"coho","Chignik",1985,8.94339356148189,8.94339356148189,8.94339356148189
"coho","Chignik",1986,7.43524559944441,7.43524559944441,7.43524559944441
"coho","Chignik",1987,7.91018788144721,7.91018788144721,7.91018788144721
"coho","Chignik",1988,7.80040764537552,7.80040764537552,7.80040764537552
"coho","Chignik",1989,8.19456861049639,8.19456861049639,8.19456861049639
"coho","Chignik",1990,7.1754232273632,7.1754232273632,7.1754232273632
"coho","Chignik",1991,7.14051690774515,7.14051690774515,7.14051690774515
"coho","Chignik",1992,7.59846852467663,7.59846852467663,7.59846852467663
"coho","Chignik",1993,6.36927495493293,6.36927495493293,6.36927495493293
"coho","Chignik",1994,8.41970299576974,8.41970299576974,8.41970299576974
"coho","Chignik",1995,7.34589745788143,7.34589745788143,7.34589745788143
"coho","Chignik",1996,7.69020214670904,7.69020214670904,7.69020214670904
"coho","Chignik",1999,6.90437311262722,6.90437311262722,6.90437311262722
"coho","Chignik",2001,7.70043593703639,7.70043593703639,7.70043593703639
"coho","Chignik",2002,7.33175499918712,7.33175499918712,7.33175499918712
"coho","Chignik",2007,7.42631212357111,7.42631212357111,7.42631212357111
"coho","Chignik",2008,7.98755076267829,7.98755076267829,7.98755076267829
"coho","Chignik",2009,6.63519157765033,6.63519157765033,6.63519157765033
"coho","Chignik",2010,7.14765303235137,7.14765303235137,7.14765303235137
"coho","Chignik",2012,6.77746428142634,6.77746428142634,6.77746428142634
"coho","Chignik",2013,7.00697631154657,7.00697631154657,7.00697631154657
"coho","Chignik",2014,8.23881701671311,8.23881701671311,8.23881701671311
"coho","Chignik",2015,6.38032151519214,6.38032151519214,6.38032151519214
"coho","Chignik",2016,6.94561204203351,6.94561204203351,6.94561204203351
"coho","Cook Inlet",1975,7.54336659275396,6.44039370960676,8.96958104047145
"coho","Cook Inlet",1976,6.54699764754084,6.13408286867081,7.03427795655672
"coho","Cook Inlet",1977,6.55918646823719,5.00731235034982,8.35369173732588
"coho","Cook Inlet",1978,7.01611959877733,6.26792840851572,8.5667047101439
"coho","Cook Inlet",1979,6.27260144060692,5.40754702744174,8.35230974260993
"coho","Cook Inlet",1980,6.20153488344538,5.5883135072153,8.01692544484313
"coho","Cook Inlet",1981,7.30204196524536,6.33601533529715,8.74139001703131
"coho","Cook Inlet",1982,8.03868508633225,7.05365021244261,9.21517386717537
"coho","Cook Inlet",1983,6.91022621899047,6.83956391047761,7.25668815783896
"coho","Cook Inlet",1984,7.91813824138135,7.08094493933201,9.07033662982434
"coho","Cook Inlet",1985,8.3556855952067,7.16102744398213,10.7184238790297
"coho","Cook Inlet",1986,7.55323159381697,6.34469438185626,8.9741062010741
"coho","Cook Inlet",1987,7.51695232803799,6.4546552431202,8.78034272113324
"coho","Cook Inlet",1988,8.0083101483479,6.93252208951028,8.88917202068991
"coho","Cook Inlet",1989,6.5594939044294,6.09194939044294,6.71836591798885
"coho","Cook Inlet",1990,6.55247446279695,6.44585592303145,6.9782414563865
"coho","Cook Inlet",1991,6.25454948131049,6.02559637958295,6.31328709832144
"coho","Cook Inlet",1992,6.4518234380555,6.4224748719303,7.80946571540279
"coho","Cook Inlet",1993,5.89021293314384,5.78383313095786,6.08786040386515
"coho","Cook Inlet",1994,7.73968418036862,6.9824292280049,9.17504948418098
"coho","Cook Inlet",1995,6.76142762592242,6.38905984882904,8.13382374469331
"coho","Cook Inlet",1996,6.22295123018707,6.11592869495239,7.37009393070903
"coho","Cook Inlet",1997,6.4439428639506,6.30271759935123,7.60464117189291
"coho","Cook Inlet",1998,7.46806490283523,6.60042937002791,7.87804699850459
"coho","Cook Inlet",1999,5.83313543404024,5.65595693772918,5.96799233136388
"coho","Cook Inlet",2000,6.65936435543427,6.57241966725074,7.20941469641299
"coho","Cook Inlet",2001,6.4802047693772,6.4282184967397,6.57997344982974
"coho","Cook Inlet",2002,6.8864467057507,6.55764692882828,7.18407760261704
"coho","Cook Inlet",2003,6.60408821947283,6.37310403605308,6.77027350985649
"coho","Cook Inlet",2004,6.90083874117101,6.65653699590495,7.23224824542667
"coho","Cook Inlet",2005,6.6222636011454,6.20306324742357,6.92783602405279
"coho","Cook Inlet",2006,6.9281545641677,6.33371174319288,8.15721976048513
"coho","Cook Inlet",2007,6.35519801980198,6.26614092818355,6.54657240438583
"coho","Cook Inlet",2008,6.77128547579299,6.68413768673024,7.26642255567919
"coho","Cook Inlet",2009,6.39669421487603,6.19933965006308,6.77894135120468
"coho","Cook Inlet",2010,6.58719576527086,6.55637345023075,6.70608799757972
"coho","Cook Inlet",2011,6.05895398959006,5.47897618972542,6.13765845762598
"coho","Cook Inlet",2012,5.95451529104698,5.60715210122788,6.56001015709642
"coho","Cook Inlet",2013,5.89845278134837,5.79130209237179,6.24340534445355
"coho","Cook Inlet",2014,6.440602981221,6.2369068671528,6.98367725389623
"coho","Cook Inlet",2015,5.9161354024687,5.58510517884401,6.32949744146703
"coho","Cook Inlet",2016,6.45579193779709,6.27795145812131,6.60438206051802
"coho","Copper River",1975,9.36677703908736,9.36677703908736,9.36677703908736
"coho","Copper River",1976,10.2843350213652,10.2843350213652,10.2843350213652
"coho","Copper River",1977,10.69573958135,10.69573958135,10.69573958135
"coho","Copper River",1978,9.39936871646507,9.39936871646507,9.39936871646507
"coho","Copper River",1979,9.15189607059844,9.15189607059844,9.15189607059844
"coho","Copper River",1980,9.81742281646223,9.81742281646223,9.81742281646223
