"Species","SASAP.Region","YEAR","median_wgt","p05_wgt","p95_wgt"
"chinook","Prince William Sound",2000,14.2866588495863,10.5866279069767,17.5304673088748
"chinook","Prince William Sound",2001,14.6410526315789,11.7354066985646,16.3665
"chinook","Prince William Sound",2002,15.3976833976834,13.7520324907117,18.7897683397683
"chinook","Prince William Sound",2003,11.6044776119403,8.96044776119403,17.0059023066486
"chinook","Prince William Sound",2004,14.4537878787879,12.6088636363636,18.2977827050998
"chinook","Prince William Sound",2005,12.8883978518684,10.7278641754307,15.0489315283061
"chinook","Prince William Sound",2006,15.1234263820471,11.2844827586207,17.9245279146141
"chinook","Prince William Sound",2007,17.7165991902834,13.5072865718097,25.131432748538
"chinook","Prince William Sound",2008,18.8333333333333,16.7780353200883,20.1333333333333
"chinook","Prince William Sound",2009,18.3617021276596,15.486170212766,19.3218844984802
"chinook","Prince William Sound",2010,15.0588235294118,13.6022812449079,18.0058823529412
"chinook","Prince William Sound",2011,16.0339139054092,13.8441055910805,17.5468058968059
"chinook","Prince William Sound",2012,10.7587108013937,10.6579193628671,11.8295812807882
"chinook","Prince William Sound",2013,13.5923975953101,10.0561816762103,16.6297629264106
"chinook","Prince William Sound",2014,12.8433240933241,8.88880308880309,14.6797785547786
"chinook","Prince William Sound",2015,13.6446052280608,11.6841360815126,14.9586511047755
"chinook","Prince William Sound",2016,14.525641025641,12.3889423076923,17.6326923076923
"chinook","Southeast",1975,12.6367916949057,10.8503793800053,17.4773972250771
"chinook","Southeast",1976,12.9200507039703,7.59398230088496,17.0510426039577
"chinook","Southeast",1977,14.0036914860195,9.95588980742355,17.1877592414178
"chinook","Southeast",1978,14.689458353042,8.16582117402153,16.7202987048523
"chinook","Southeast",1979,13.9761600621755,7.72318114530626,17.1762893873797
"chinook","Southeast",1980,13.6769227428188,10.0652006580587,18.2739598202428
"chinook","Southeast",1981,14.765704352145,9.59496465151935,18.7084099436009
"chinook","Southeast",1982,14.2403349800166,8.38458956326471,17.6179391343174
"chinook","Southeast",1983,14.0716646602557,8.68940206293892,17.2656049361925
"chinook","Southeast",1984,14.1676200251224,7.58726096504467,19.0788064617569
"chinook","Southeast",1985,14.0895916163274,8.58617387944768,18.1829024531393
"chinook","Southeast",1986,14.4958552936304,8.68388266998342,19.3879484992978
"chinook","Southeast",1987,14.1082166951881,7.41979783037475,18.0972090363453
"chinook","Southeast",1988,15.8639789162544,7.41207932692308,20.3454447479075
"chinook","Southeast",1989,15.9290322580645,6.62377863783111,21.238576728691
"chinook","Southeast",1990,14.0350058343057,5.89138211382114,18.5588542871233
"chinook","Southeast",1991,15.2306813217364,8.11824812652614,18.0593610600506
"chinook","Southeast",1992,15.2759707928368,8.1615107069132,17.1014382806179
"chinook","Southeast",1993,14.9925716379274,7.09268231750103,16.858425166969
"chinook","Southeast",1994,14.9488490148074,7.35753353046162,17.0461487455487
"chinook","Southeast",1995,14.8529752195427,9.7627930677348,18.8935709645265
"chinook","Southeast",1996,15.8238810262867,9.08429887106358,17.7551765521481
"chinook","Southeast",1997,16.3821588409315,14.6231272727273,17.37623433938
"chinook","Southeast",1998,16.3633333333333,11.5311039908012,18.7943327970036
"chinook","Southeast",1999,14.7158351409978,9.90560550560551,16.6239067242681
"chinook","Southeast",2000,14.9273172723561,10.6561343334616,18.2713752811498
"chinook","Southeast",2001,16.4697247706422,13.3937298428102,17.3968912568287
"chinook","Southeast",2002,15.3833537331701,12.818988981477,16.8417751234046
"chinook","Southeast",2003,15.517448856799,13.1282695211187,16.9173054313346
"chinook","Southeast",2004,14.9923447436767,12.6755850609764,16.3864965839049
"chinook","Southeast",2005,13.9214856605548,12.5857139631487,15.0628102271043
"chinook","Southeast",2006,14.6652194886638,12.5549132463,15.9463547990792
"chinook","Southeast",2007,14.6682879377432,10.9148580823814,15.8681569810347
"chinook","Southeast",2008,15.0441176470588,11.6291877058178,15.9762807881773
"chinook","Southeast",2009,13.9396386953573,12.5775803033861,15.4142910798836
"chinook","Southeast",2010,14.1535294117647,12.3051849580464,15.8253090384509
"chinook","Southeast",2011,12.9836956521739,11.2203431682569,14.9958772852517
"chinook","Southeast",2012,13.072349539516,9.68918896933214,14.9919641883284
"chinook","Southeast",2013,13.1070894085208,10.9293756243756,15.2158300948744
"chinook","Southeast",2014,12.5467851714795,10.6690612257888,14.3952740325356
"chinook","Southeast",2015,12.5182844307571,10.9818614991772,14.9735569893747
"chinook","Southeast",2016,11.9262543518329,9.74988277967001,13.7565097725251
"chinook","Yukon",1975,21.5941132558388,13.7556970398696,23.0613620871111
"chinook","Yukon",1976,21.2029866328604,16.0558858518981,22.5577752988001
"chinook","Yukon",1977,23.4867258942761,19.0408506069596,23.8647555225423
"chinook","Yukon",1978,20.9905051917296,18.8426332233596,23.1383771600996
"chinook","Yukon",1979,19.0337209908836,17.5839247581082,20.483517223659
"chinook","Yukon",1980,20.6031305464725,18.937118470896,22.2691426220491
"chinook","Yukon",1981,24.2353811542597,23.8413311776269,24.6294311308924
"chinook","Yukon",1982,21.0558873560953,19.6275106575315,22.4842640546592
"chinook","Yukon",1983,18.6384319417418,17.634470697512,19.6423931859717
"chinook","Yukon",1984,18.6789940061572,17.0629704906631,20.2950175216512
"chinook","Yukon",1985,18.3691120094692,16.6212286312729,20.1169953876655
"chinook","Yukon",1986,19.2172686533735,18.2669467120497,20.1675905946973
"chinook","Yukon",1987,19.7611170362146,18.0161574702119,21.5060766022174
"chinook","Yukon",1988,18.5072115740721,17.4716398619677,19.5427832861764
"chinook","Yukon",1989,18.6094168302918,17.4823570676446,19.7364765929391
"chinook","Yukon",1990,18.1507451148555,16.8513831347836,19.4501070949275
"chinook","Yukon",1991,18.5490858002736,16.8877562070049,20.2104153935424
"chinook","Yukon",1992,19.9755748857979,18.6446602441811,21.3064895274147
"chinook","Yukon",1993,18.2726437945794,16.2224733227638,20.322814266395
"chinook","Yukon",1994,17.6758846471983,15.3199002216551,20.0318690727415
"chinook","Yukon",1995,19.4239978105024,17.4532172872435,21.3947783337614
"chinook","Yukon",1996,18.1822833668786,16.0294866148336,20.3350801189236
"chinook","Yukon",1997,17.1335092739498,13.7193546031148,20.5476639447848
"chinook","Yukon",1998,15.3450301234131,12.9283705511802,17.761689695646
"chinook","Yukon",1999,16.8910979516451,14.033148941072,19.7490469622182
"chinook","Yukon",2000,18.6470449729221,18.6470449729221,18.6470449729221
"chinook","Yukon",2002,17.1604317626984,14.7569081365523,19.5639553888446
"chinook","Yukon",2003,17.5184272928045,14.0188456580146,21.0180089275944
"chinook","Yukon",2004,16.6883691899618,13.009376559236,20.3673618206877
"chinook","Yukon",2005,18.8895721575298,18.8895721575298,18.8895721575298
"chinook","Yukon",2006,18.9257392321887,18.9257392321887,18.9257392321887
"chinook","Yukon",2007,14.9927262697562,12.4158080600465,17.5696444794659
"chinook","Yukon",2008,14.1258349493644,14.1258349493644,14.1258349493644
"chum","Alaska Peninsula and Aleutian Islands",1975,6.65344467640919,5.81769639751107,7.03344173090393
"chum","Alaska Peninsula and Aleutian Islands",1976,7.31975887122249,7.00824591651543,7.64089552386333
"chum","Alaska Peninsula and Aleutian Islands",1977,7.74486941394955,7.35078016215575,8.12140961920108
"chum","Alaska Peninsula and Aleutian Islands",1978,7.80618576691875,7.549105623388,8.36367180564381
"chum","Alaska Peninsula and Aleutian Islands",1979,7.09465336403172,6.45094998926939,7.75278391497779
"chum","Alaska Peninsula and Aleutian Islands",1980,6.78783238266257,6.43964038673555,7.38725680935159
"chum","Alaska Peninsula and Aleutian Islands",1981,6.92463835739753,6.63660090521842,8.25055045181981
"chum","Alaska Peninsula and Aleutian Islands",1982,7.43258347881201,6.94336948387871,7.999045694343
"chum","Alaska Peninsula and Aleutian Islands",1983,6.98252267106348,6.75576768466916,7.46444447381462
"chum","Alaska Peninsula and Aleutian Islands",1984,7.16704221933628,6.67200875138228,7.96213526001581
"chum","Alaska Peninsula and Aleutian Islands",1985,6.75492697577376,6.28591776314676,7.45241635814464
"chum","Alaska Peninsula and Aleutian Islands",1986,7.04069078579056,6.55308370899224,7.30305202371029
"chum","Alaska Peninsula and Aleutian Islands",1987,6.900343332869,6.52016644945443,7.32286410931324
"chum","Alaska Peninsula and Aleutian Islands",1988,7.30000935273246,7.09527209605146,7.91229959397119
"chum","Alaska Peninsula and Aleutian Islands",1989,6.77868514662502,6.71829568762999,7.04760092451646
"chum","Alaska Peninsula and Aleutian Islands",1990,6.608939649692,6.17214262384372,7.12769103687132
"chum","Alaska Peninsula and Aleutian Islands",1991,6.40250942507069,6.36139508728432,6.72144882014431
"chum","Alaska Peninsula and Aleutian Islands",1992,6.69761207052947,6.44354038225278,7.0237833978705
"chum","Alaska Peninsula and Aleutian Islands",1993,6.39310128545136,6.12629820696184,6.59518613511701
"chum","Alaska Peninsula and Aleutian Islands",1994,6.64718568039681,6.34992106380324,7.00793239068077
"chum","Alaska Peninsula and Aleutian Islands",1995,6.80600511073254,6.7353502548134,7.03625208880737
"chum","Alaska Peninsula and Aleutian Islands",1996,7.346770796571,7.04141082854861,7.81474908254108
"chum","Alaska Peninsula and Aleutian Islands",1997,6.84115107913669,6.60609720392127,7.00304792839196
"chum","Alaska Peninsula and Aleutian Islands",1998,7.20385390958888,6.77466270135362,7.240798447433
"chum","Alaska Peninsula and Aleutian Islands",1999,6.7630971182138,6.48620835710509,6.88908580068722
"chum","Alaska Peninsula and Aleutian Islands",2000,7.62679740510304,7.00416209154343,7.85916738463198
"chum","Alaska Peninsula and Aleutian Islands",2001,7.30959295135859,7.25310709331652,7.68606208345288
"chum","Alaska Peninsula and Aleutian Islands",2002,7.180088805085,7.0630680964708,7.43266373463629
"chum","Alaska Peninsula and Aleutian Islands",2003,6.85873760031956,6.57047723500185,7.03036989099765
"chum","Alaska Peninsula and Aleutian Islands",2004,6.74853011424288,6.09383305592269,6.94478165738979
"chum","Alaska Peninsula and Aleutian Islands",2005,6.91943555838834,6.4092755307763,7.79290930618564
"chum","Alaska Peninsula and Aleutian Islands",2006,7.33741074799007,6.65911418125793,8.68656816449507
"chum","Alaska Peninsula and Aleutian Islands",2007,7.12699800540836,6.87984443795008,7.81983768511424
"chum","Alaska Peninsula and Aleutian Islands",2008,7.29123095422927,6.66267758805022,7.71542196551681
"chum","Alaska Peninsula and Aleutian Islands",2009,6.72111452938199,6.18096051973875,6.96612361527802
"chum","Alaska Peninsula and Aleutian Islands",2010,7.10985127120592,6.6811134302831,7.29961538872607
"chum","Alaska Peninsula and Aleutian Islands",2011,6.65544174521469,6.47757599600724,7.19428066738471
"chum","Alaska Peninsula and Aleutian Islands",2012,7.10721283350675,6.86237747776109,7.35729216352391
"chum","Alaska Peninsula and Aleutian Islands",2013,7.01643624531893,6.86896676742132,7.27410547898446
"chum","Alaska Peninsula and Aleutian Islands",2014,6.50476889214967,6.30078669661466,6.87608744355306
"chum","Alaska Peninsula and Aleutian Islands",2015,6.39118791730639,6.11293706648054,6.64543958378647
"chum","Alaska Peninsula and Aleutian Islands",2016,6.37868377434989,6.22418918078374,6.6827568129491
"chum","Bristol Bay",1975,6.15274398460711,6.01954685764218,6.28594111157204
"chum","Bristol Bay",1976,6.52716768122124,6.42718345234651,6.62715191009597
"chum","Bristol Bay",1977,7.35518387281883,7.17661337089426,7.53375437474339
"chum","Bristol Bay",1978,6.44560943237339,6.24384765435534,6.64737121039143
"chum","Bristol Bay",1979,6.22250930578543,6.1905697321468,6.25444887942405
"chum","Bristol Bay",1980,5.83532077552985,5.749375126441,5.9212664246187
"chum","Bristol Bay",1981,6.56277523778275,6.51893332078995,6.60661715477555
"chum","Bristol Bay",1982,6.7616184343053,6.72962823520359,6.79360863340701
"chum","Bristol Bay",1983,6.29982561413704,6.26811164286294,6.33153958541113
"chum","Bristol Bay",1984,6.15857789288677,6.07162942297566,6.24552636279788
"chum","Bristol Bay",1985,6.40561012377714,6.40134745901585,6.40987278853842
"chum","Bristol Bay",1986,6.59825229959313,6.50201548314398,6.69448911604227
"chum","Bristol Bay",1987,6.5484538166578,6.45352430414427,6.64338332917133
"chum","Bristol Bay",1988,7.07354226149722,6.91706428842236,7.23002023457208
"chum","Bristol Bay",1989,6.24626461480417,6.24566276812793,6.24686646148042
"chum","Bristol Bay",1990,6.26784864544753,6.17201985735568,6.36367743353937
"chum","Bristol Bay",1991,6.00424746051559,5.96565583568675,6.04283908534443
"chum","Bristol Bay",1992,6.35240247462867,6.33014899892838,6.37465595032896
"chum","Bristol Bay",1993,6.39243230749371,6.34263486647343,6.44222974851399
"chum","Bristol Bay",1994,6.39388841215185,6.21340042359045,6.57437640071324
"chum","Bristol Bay",1995,6.45051951934036,6.31193917519878,6.58909986348195
"chum","Bristol Bay",1996,7.05283987905636,6.83920707257798,7.26647268553474
"chum","Bristol Bay",1997,6.53440179744396,6.27364051673904,6.79516307814889
"chum","Bristol Bay",1998,6.46396770786999,6.14835501558849,6.77958040015149
"chum","Bristol Bay",1999,5.90811400589134,5.81623357038769,5.99999444139499
"chum","Bristol Bay",2000,6.64494252033175,6.62969907470821,6.66018596595529
"chum","Bristol Bay",2001,7.07785282200655,6.95255492377569,7.20315072023741
"chum","Bristol Bay",2002,6.75092563582035,6.71621759040854,6.78563368123216
"chum","Bristol Bay",2003,6.54020596495522,6.43516697045657,6.64524495945388
"chum","Bristol Bay",2004,6.35457035960336,6.33564872925107,6.37349198995565
"chum","Bristol Bay",2005,6.55542059149836,6.51146102519747,6.59938015779925
"chum","Bristol Bay",2006,6.42822982368529,6.11879240725456,6.73766724011601
"chum","Bristol Bay",2007,6.19542368566697,6.03931525428357,6.35153211705037
"chum","Bristol Bay",2008,6.29826365699299,6.20450560008865,6.39202171389733
"chum","Bristol Bay",2009,6.25366720392068,6.24969248238679,6.25764192545458
"chum","Bristol Bay",2010,6.07000211889667,6.05005057986986,6.08995365792348
"chum","Bristol Bay",2011,6.39725526783125,6.38002144465868,6.41448909100381
"chum","Bristol Bay",2012,6.27541090929133,6.23782033010356,6.3130014884791
"chum","Bristol Bay",2013,6.38030195158582,6.37477719324888,6.38582670992275
"chum","Bristol Bay",2014,6.06589124928241,6.04966698831912,6.08211551024569
"chum","Bristol Bay",2015,5.99599168505361,5.97834596595796,6.01363740414926
"chum","Bristol Bay",2016,6.10739589653248,6.08538326522423,6.12940852784072
"chum","Chignik",1975,6.99678073208537,6.99678073208537,6.99678073208537
"chum","Chignik",1976,8.3356264511136,8.3356264511136,8.3356264511136
"chum","Chignik",1977,8.4866276753703,8.4866276753703,8.4866276753703
"chum","Chignik",1978,8.14432878440748,8.14432878440748,8.14432878440748
"chum","Chignik",1979,7.29102896947392,7.29102896947392,7.29102896947392
"chum","Chignik",1980,6.99065420560748,6.99065420560748,6.99065420560748
"chum","Chignik",1981,7.75872699138071,7.75872699138071,7.75872699138071
"chum","Chignik",1982,8.28361954713363,8.28361954713363,8.28361954713363
"chum","Chignik",1983,7.56069806539031,7.56069806539031,7.56069806539031
"chum","Chignik",1984,7.68015295032288,7.68015295032288,7.68015295032288
"chum","Chignik",1985,6.3703297667076,6.3703297667076,6.3703297667076
"chum","Chignik",1986,7.38461277173913,7.38461277173913,7.38461277173913
"chum","Chignik",1987,7.41736274270986,7.41736274270986,7.41736274270986
"chum","Chignik",1988,8.20232284567267,8.20232284567267,8.20232284567267
"chum","Chignik",1989,7.32019704433498,7.32019704433498,7.32019704433498
"chum","Chignik",1990,6.50738137212782,6.50738137212782,6.50738137212782
"chum","Chignik",1991,6.41922435442747,6.41922435442747,6.41922435442747
"chum","Chignik",1992,7.16819888527719,7.16819888527719,7.16819888527719
"chum","Chignik",1993,6.01577230321415,6.01577230321415,6.01577230321415
"chum","Chignik",1994,7.17757714225225,7.17757714225225,7.17757714225225
"chum","Chignik",1995,7.3894064559823,7.3894064559823,7.3894064559823
"chum","Chignik",1996,7.81473279153431,7.81473279153431,7.81473279153431
"chum","Chignik",1999,7.5709703116776,7.5709703116776,7.5709703116776
"chum","Chignik",2001,8.09322988424832,8.09322988424832,8.09322988424832
"chum","Chignik",2002,7.45477225615908,7.45477225615908,7.45477225615908
"chum","Chignik",2007,8.2568065796937,8.2568065796937,8.2568065796937
"chum","Chignik",2008,8.24536470678186,8.24536470678186,8.24536470678186
"chum","Chignik",2009,7.49745127787116,7.49745127787116,7.49745127787116
"chum","Chignik",2010,7.63727802549923,7.63727802549923,7.63727802549923
"chum","Chignik",2012,8.97209021957957,8.97209021957957,8.97209021957957
"chum","Chignik",2013,7.72151776207531,7.72151776207531,7.72151776207531
"chum","Chignik",2014,8.33368403566089,8.33368403566089,8.33368403566089
"chum","Chignik",2015,6.49554252431801,6.49554252431801,6.49554252431801
"chum","Chignik",2016,6.79335051546392,6.79335051546392,6.79335051546392
"chum","Cook Inlet",1975,6.90933692602008,6.77307226540405,7.05109654694465
"chum","Cook Inlet",1976,7.88842088428934,7.47354557799249,8.75121673510272
"chum","Cook Inlet",1977,7.86739528907774,7.67594371884174,9.01470391393633
"chum","Cook Inlet",1978,7.54855089010427,7.40844294726914,8.4560963123513
"chum","Cook Inlet",1979,7.31476723411269,7.08583840158002,8.08833781012388
"chum","Cook Inlet",1980,7.22460892029969,6.53765185394223,7.7073420129575
"chum","Cook Inlet",1981,7.60421681764412,7.42165752561088,8.11767910386624
"chum","Cook Inlet",1982,8.21159091905631,7.99738243683136,8.94142907895341
"chum","Cook Inlet",1983,7.69046176372417,7.58888171323401,8.98192589926992
"chum","Cook Inlet",1984,7.47170386760874,7.22014031388941,8.78841609160059
"chum","Cook Inlet",1985,7.49389503847896,7.17658000944716,8.26646185788469
"chum","Cook Inlet",1986,7.25947716035993,7.01741388152346,8.00397687223377
"chum","Cook Inlet",1987,7.08672924623432,6.97102631905992,8.13286609937382
"chum","Cook Inlet",1988,7.46214389961399,7.0309018060018,9.21080134151375
"chum","Cook Inlet",1989,7.27129756828603,7.1604275724919,8.75681128549102
"chum","Cook Inlet",1990,7.18363909574367,6.42494293078865,9.22323951415306
"chum","Cook Inlet",1991,6.66698568585018,6.17982324254358,7.4127579250648
"chum","Cook Inlet",1992,6.64127634008937,6.17611273250696,8.69735963441466
"chum","Cook Inlet",1993,5.82882244214799,5.51046186221384,6.66699371118411
"chum","Cook Inlet",1994,6.80162337430795,6.12704993230452,6.98305916597084
"chum","Cook Inlet",1995,7.19668162068993,6.18772604392927,7.38517168991161
"chum","Cook Inlet",1996,7.765421979634,7.43947313685747,8.13572310194636
"chum","Cook Inlet",1997,7.36888576530709,7.32215244831694,8.07585549632642
"chum","Cook Inlet",1998,7.29691415406555,7.261194389153,8.02341932532291
"chum","Cook Inlet",1999,7.96101565584027,7.68002125793456,8.22323156449042
"chum","Cook Inlet",2000,8.07967063536219,7.72933458490374,8.1500269024315
"chum","Cook Inlet",2001,7.3174065876839,6.9061467350141,9.22263251935594
"chum","Cook Inlet",2002,7.87444223089613,7.47498870707538,8.2558726499597
"chum","Cook Inlet",2003,6.72587233983939,6.53778021145213,6.91396446822665
"chum","Cook Inlet",2004,7.39624897144994,6.53338329154178,8.08915848954521
"chum","Cook Inlet",2005,7.30420302815381,6.86638494774071,8.45669556650352
"chum","Cook Inlet",2006,7.93650057536986,7.42431857865757,8.32184211528937
"chum","Cook Inlet",2007,7.13545245373697,6.94344572135812,7.32745918611583
"chum","Cook Inlet",2008,7.54961599547462,7.32524359520907,8.12583073030185
"chum","Cook Inlet",2009,7.02972053050951,6.62791832812258,7.37658682877654
"chum","Cook Inlet",2010,6.90323542063931,6.6634557871128,8.20191422078359
"chum","Cook Inlet",2011,6.73556431505115,6.08613758085449,6.76295045661039
"chum","Cook Inlet",2012,8.097698035494,7.46235720459724,8.49256159987952
"chum","Cook Inlet",2013,7.33583929137964,7.10566193102547,7.44842712559923
"chum","Cook Inlet",2014,7.26046238857042,6.67672316386948,7.43457289248829
"chum","Cook Inlet",2015,6.49577186279129,6.04407310356975,6.63177023037134
"chum","Cook Inlet",2016,6.77517917489778,6.61730927719059,7.09155932940077
"chum","Copper River",1975,6.04303797468354,6.04303797468354,6.04303797468354
"chum","Copper River",1976,7.42458100558659,7.42458100558659,7.42458100558659
"chum","Copper River",1977,7.41304347826087,7.41304347826087,7.41304347826087
"chum","Copper River",1978,7.01124567474048,7.01124567474048,7.01124567474048
"chum","Copper River",1979,7.87237619068144,7.87237619068144,7.87237619068144
"chum","Copper River",1980,7.06565656565657,7.06565656565657,7.06565656565657
"chum","Copper River",1981,7.57490599643776,7.57490599643776,7.57490599643776
"chum","Copper River",1982,8.1790532947769,7.27883248179557,9.07927410775823
"chum","Copper River",1983,7.13245976356644,7.13245976356644,7.13245976356644
"chum","Copper River",1984,7.40504491119065,7.40504491119065,7.40504491119065
"chum","Copper River",1985,7.04253544620517,7.04253544620517,7.04253544620517
"chum","Copper River",1986,7.18256146049168,7.18256146049168,7.18256146049168
"chum","Copper River",1987,6.30032864834627,6.30032864834627,6.30032864834627
"chum","Copper River",1988,7.29846235890143,7.29846235890143,7.29846235890143
"chum","Copper River",1989,7.84797123780175,7.84797123780175,7.84797123780175
"chum","Copper River",1990,8.31963954412934,8.31963954412934,8.31963954412934
"chum","Copper River",1991,6.57942689199118,6.57942689199118,6.57942689199118
"chum","Copper River",1992,6.98502066115702,6.98502066115702,6.98502066115702
"chum","Copper River",1993,6.4790386977887,6.4790386977887,6.4790386977887
"chum","Copper River",1994,6.9577361648708,6.9577361648708,6.9577361648708
"chum","Copper River",1995,7.23053844378562,7.23053844378562,7.23053844378562
"chum","Copper River",1996,8.61463834448226,8.61463834448226,8.61463834448226
"chum","Copper River",1997,7.35943204868154,7.35943204868154,7.35943204868154
"chum","Copper River",1998,7.20919585987261,7.20919585987261,7.20919585987261
"chum","Copper River",1999,7.65373568871228,7.65373568871228,7.65373568871228
"chum","Copper River",2000,7.88942755920194,7.88942755920194,7.88942755920194
"chum","Copper River",2001,6.58587307278594,6.58587307278594,6.58587307278594
"chum","Copper River",2002,7.34739438401214,7.34739438401214,7.34739438401214
"chum","Copper River",2003,5.91405709769831,5.91405709769831,5.91405709769831
"chum","Copper River",2004,6.79571470501908,6.79571470501908,6.79571470501908
"chum","Copper River",2005,6.52721088435374,6.52721088435374,6.52721088435374
"chum","Copper River",2006,7.41753714020427,7.41753714020427,7.41753714020427
"chum","Copper River",2007,6.0958790639884,6.0958790639884,6.0958790639884
"chum","Copper River",2008,7.17430503380917,7.17430503380917,7.17430503380917
"chum","Copper River",2009,6.96652768126013,6.96652768126013,6.96652768126013
"chum","Copper River",2010,6.33840958328023,6.33840958328023,6.33840958328023
"chum","Copper River",2011,6.60048371249339,6.60048371249339,6.60048371249339
"chum","Copper River",2012,6.67917901437822,6.67917901437822,6.67917901437822
"chum","Copper River",2013,6.91467844869907,6.91467844869907,6.91467844869907
"chum","Copper River",2014,7.28619010428631,7.28619010428631,7.28619010428631
"chum","Copper River",2015,6.43038783464315,6.43038783464315,6.43038783464315
"chum","Copper River",2016,6.40478742408003,6.40478742408003,6.40478742408003
"chum","Kodiak",1975,7.29642857142857,7.167861592722,7.59561601150527
"chum","Kodiak",1976,8.58364054699104,8.25318583891722,8.93638345918221
"chum","Kodiak",1977,9.10985317755287,8.79783256031263,9.34131838674815
"chum","Kodiak",1978,8.9277463049843,8.64466829476473,8.99761905743817
"chum","Kodiak",1979,8.00676407889161,7.58508925510046,8.44913895716643
"chum","Kodiak",1980,7.62435850439883,7.41469005490035,7.68415376151436
"chum","Kodiak",1981,8.12491598655785,7.68339152263541,8.30220655722929
"chum","Kodiak",1982,8.88454532873001,8.13611735127574,9.25831188598067
"chum","Kodiak",1983,8.54190174762626,8.15013309141458,8.71374003059332
"chum","Kodiak",1984,8.60661771879751,8.11755957328106,8.74165161727358
"chum","Kodiak",1985,7.9836003243696,7.57736145584657,8.3769783265319
"chum","Kodiak",1986,7.46404165779422,7.34701176750959,8.04366299551058
"chum","Kodiak",1987,7.42058355601551,7.21745467773218,7.87969819561572
"chum","Kodiak",1988,8.97757395092869,8.22049044248958,9.00485952937779
"chum","Kodiak",1989,8.7481414506731,8.7481414506731,8.7481414506731
"chum","Kodiak",1990,7.78482998721485,7.23385064113155,7.95735850072952
"chum","Kodiak",1991,7.05983819087932,6.97141705900891,7.67292652275848
"chum","Kodiak",1992,7.42744964151588,7.22044310446903,7.45678682702054
"chum","Kodiak",1993,6.11818892847832,5.96493955086914,6.23839784021625
"chum","Kodiak",1994,7.48558433424094,7.18994391650403,8.09286223089245
"chum","Kodiak",1995,7.52800268743109,7.4913975146032,7.91090019304288
"chum","Kodiak",1996,8.21524520047551,8.13501929669429,8.29547110425673
"chum","Kodiak",1997,7.96578028908748,7.92051285572586,8.0110477224491
"chum","Kodiak",1998,7.79668831537733,7.79602217930272,7.79735445145193
"chum","Kodiak",1999,7.80917930529579,7.68178244515742,7.93657616543416
"chum","Kodiak",2000,8.22420593063724,8.16094893467337,8.2874629266011
"chum","Kodiak",2001,8.24944730005004,8.13296058732508,8.36593401277499
"chum","Kodiak",2002,7.83235324584454,7.77882562810182,7.88588086358726
"chum","Kodiak",2003,7.19529841469176,7.17235959361374,7.21823723576979
"chum","Kodiak",2004,7.65819916415791,7.65791665225357,7.65848167606225
"chum","Kodiak",2005,7.79789003872623,7.75514974224883,7.84063033520363
"chum","Kodiak",2006,8.29803033611954,8.15556910421411,8.44049156802496
"chum","Kodiak",2007,7.8081054434722,7.78451899367818,7.83169189326622
"chum","Kodiak",2008,8.44645147524833,8.41043314649805,8.48246980399861
"chum","Kodiak",2009,7.61897843213329,7.45121727331019,7.7867395909564
"chum","Kodiak",2010,7.70239250240084,7.67289270661887,7.73189229818281
"chum","Kodiak",2011,6.90526315789474,6.7501567211747,7.14367900518632
"chum","Kodiak",2012,7.60393762265505,7.2853937622655,7.88803734376375
"chum","Kodiak",2013,7.7707888691332,7.69801350087712,7.84356423738927
"chum","Kodiak",2014,7.67088242656777,7.56138644858586,7.78037840454968
"chum","Kodiak",2015,7.07676005997591,7.03388351459845,7.11963660535338
"chum","Kodiak",2016,6.93682935042578,6.78555223971361,7.08810646113794
"chum","Kotzebue",1975,8.65932595228536,8.65932595228536,8.65932595228536
"chum","Kotzebue",1976,8.86586201272223,8.86586201272223,8.86586201272223
"chum","Kotzebue",1977,9.59503377761548,9.59503377761548,9.59503377761548
"chum","Kotzebue",1978,9.05444079687008,9.05444079687008,9.05444079687008
"chum","Kotzebue",1979,8.73328076942201,8.73328076942201,8.73328076942201
"chum","Kotzebue",1980,8.61827892331577,8.61827892331577,8.61827892331577
"chum","Kotzebue",1981,9.0631022361386,9.0631022361386,9.0631022361386
"chum","Kotzebue",1982,9.18408568541336,9.18408568541336,9.18408568541336
"chum","Kotzebue",1983,9.37703499131623,9.37703499131623,9.37703499131623
"chum","Kotzebue",1984,8.21840315297028,8.21840315297028,8.21840315297028
"chum","Kotzebue",1985,8.68501245749204,8.68501245749204,8.68501245749204
"chum","Kotzebue",1986,8.68786242139568,8.68786242139568,8.68786242139568
"chum","Kotzebue",1987,8.22427704325821,8.22427704325821,8.22427704325821
"chum","Kotzebue",1988,8.67312662600759,8.67312662600759,8.67312662600759
"chum","Kotzebue",1989,8.49576869106532,8.49576869106532,8.49576869106532
"chum","Kotzebue",1990,8.94100848163946,8.94100848163946,8.94100848163946
"chum","Kotzebue",1991,8.13104940618173,8.13104940618173,8.13104940618173
"chum","Kotzebue",1992,8.28820494327166,8.28820494327166,8.28820494327166
"chum","Kotzebue",1993,8.48177174937738,8.48177174937738,8.48177174937738
"chum","Kotzebue",1994,7.80507453898242,7.80507453898242,7.80507453898242
"chum","Kotzebue",2004,8.21074493514636,8.21074493514636,8.21074493514636
"chum","Kotzebue",2010,7.9908264685973,7.9908264685973,7.9908264685973
"chum","Kotzebue",2012,7.68307854275876,7.68307854275876,7.68307854275876
